id,well_definedness_level,importance,novelty,proof_difficulty,disproof_difficulty,proven,disproven,first_submission_time,completed_by_ai
00000005657,,,,,,false,false,,false
00000005658,,,,,,false,false,,false
00000005659,,,,,,false,false,,false
00000005660,,,,,,false,false,,false
00000005661,,,,,,false,false,,false
00000005662,,,,,,false,false,,false
00000005663,,,,,,false,false,,false
00000005664,,,,,,false,false,,false
00000005665,,,,,,false,false,,false
00000005666,,,,,,false,false,,false
00000005667,,,,,,false,false,,false
00000005668,,,,,,false,false,,false
00000005669,,,,,,false,false,,false
00000005670,,,,,,false,false,,false
00000005671,,,,,,false,false,,false
00000005672,,,,,,false,false,,false
00000005673,,,,,,false,false,,false
00000005674,,,,,,false,false,,false
00000005675,,,,,,false,false,,false
00000005676,,,,,,false,false,,false
00000005677,,,,,,false,false,,false
00000005678,,,,,,false,false,,false
00000005679,,,,,,false,false,,false
00000005680,,,,,,false,false,,false
00000005681,,,,,,false,false,,false
00000005682,,,,,,false,false,,false
00000005683,,,,,,false,false,,false
00000005684,,,,,,false,false,,false
00000005685,,,,,,false,false,,false
00000005686,,,,,,false,false,,false
00000005687,,,,,,false,false,,false
00000005688,,,,,,false,false,,false
00000005689,,,,,,false,false,,false
00000005690,,,,,,false,false,,false
00000005691,,,,,,false,false,,false
00000005692,,,,,,false,false,,false
00000005693,,,,,,false,false,,false
00000005694,,,,,,false,false,,false
00000005695,,,,,,false,false,,false
00000005696,,,,,,false,false,,false
00000005697,,,,,,false,false,,false
00000005698,,,,,,false,false,,false
00000005699,,,,,,false,false,,false
00000005700,,,,,,false,false,,false
00000005701,,,,,,false,false,,false
00000005702,,,,,,false,false,,false
00000005703,,,,,,false,false,,false
00000005704,,,,,,false,false,,false
00000005705,,,,,,false,false,,false
00000005706,,,,,,false,false,,false
00000005707,,,,,,false,false,,false
00000005708,,,,,,false,false,,false
00000005709,,,,,,false,false,,false
00000005710,,,,,,false,false,,false
00000005711,,,,,,false,false,,false
00000005712,,,,,,false,false,,false
00000005713,,,,,,false,false,,false
00000005714,,,,,,false,false,,false
00000005715,,,,,,false,false,,false
00000005716,,,,,,false,false,,false
00000005717,,,,,,false,false,,false
00000005718,,,,,,false,false,,false
00000005719,,,,,,false,false,,false
00000005720,,,,,,false,false,,false
00000005721,,,,,,false,false,,false
00000005722,,,,,,false,false,,false
00000005723,,,,,,false,false,,false
00000005724,,,,,,false,false,,false
00000005725,,,,,,false,false,,false
00000005726,,,,,,false,false,,false
00000005727,,,,,,false,false,,false
00000005728,,,,,,false,false,,false
00000005729,,,,,,false,false,,false
00000005730,,,,,,false,false,,false
00000005731,,,,,,false,false,,false
00000005732,,,,,,false,false,,false
00000005733,,,,,,false,false,,false
00000005734,,,,,,false,false,,false
00000005735,,,,,,false,false,,false
00000005736,,,,,,false,false,,false
00000005737,,,,,,false,false,,false
00000005738,,,,,,false,false,,false
00000005739,,,,,,false,false,,false
00000005740,,,,,,false,false,,false
00000005741,,,,,,false,false,,false
00000005742,,,,,,false,false,,false
00000005743,,,,,,false,false,,false
00000005744,,,,,,false,false,,false
00000005745,,,,,,false,false,,false
00000005746,,,,,,false,false,,false
00000005747,,,,,,false,false,,false
00000005748,,,,,,false,false,,false
00000005749,,,,,,false,false,,false
00000005750,,,,,,false,false,,false
00000005751,,,,,,false,false,,false
00000005752,,,,,,false,false,,false
00000005753,,,,,,false,false,,false
00000005754,,,,,,false,false,,false
00000005755,,,,,,false,false,,false
00000005756,,,,,,false,false,,false
00000005757,,,,,,false,false,,false
00000005758,,,,,,false,false,,false
00000005759,,,,,,false,false,,false
00000005760,,,,,,false,false,,false
00000005761,,,,,,false,false,,false
00000005762,,,,,,false,false,,false
00000005763,,,,,,false,false,,false
00000005764,,,,,,false,false,,false
00000005765,,,,,,false,false,,false
00000005766,,,,,,false,false,,false
00000005767,,,,,,false,false,,false
00000005768,,,,,,false,false,,false
00000005769,,,,,,false,false,,false
00000005770,,,,,,false,false,,false
00000005771,,,,,,false,false,,false
00000005772,,,,,,false,false,,false
00000005773,,,,,,false,false,,false
00000005774,,,,,,false,false,,false
00000005775,,,,,,false,false,,false
00000005776,,,,,,false,false,,false
00000005777,,,,,,false,false,,false
00000005778,,,,,,false,false,,false
00000005779,,,,,,false,false,,false
00000005780,,,,,,false,false,,false
00000005781,,,,,,false,false,,false
00000005782,,,,,,false,false,,false
00000005783,,,,,,false,false,,false
00000005784,,,,,,false,false,,false
00000005785,,,,,,false,false,,false
00000005786,,,,,,false,false,,false
00000005787,,,,,,false,false,,false
00000005788,,,,,,false,false,,false
00000005789,,,,,,false,false,,false
00000005790,,,,,,false,false,,false
00000005791,,,,,,false,false,,false
00000005792,,,,,,false,false,,false
00000005793,,,,,,false,false,,false
00000005794,,,,,,false,false,,false
00000005795,,,,,,false,false,,false
00000005796,,,,,,false,false,,false
00000005797,,,,,,false,false,,false
00000005798,,,,,,false,false,,false
00000005799,,,,,,false,false,,false
00000005800,,,,,,false,false,,false
00000005801,,,,,,false,false,,false
00000005802,,,,,,false,false,,false
00000005803,,,,,,false,false,,false
00000005804,,,,,,false,false,,false
00000005805,,,,,,false,false,,false
00000005806,,,,,,false,false,,false
00000005807,,,,,,false,false,,false
00000005808,,,,,,false,false,,false
00000005809,,,,,,false,false,,false
00000005810,,,,,,false,false,,false
00000005811,,,,,,false,false,,false
00000005812,,,,,,false,false,,false
00000005813,,,,,,false,false,,false
00000005814,,,,,,false,false,,false
00000005815,,,,,,false,false,,false
00000005816,,,,,,false,false,,false
00000005817,,,,,,false,false,,false
00000005818,,,,,,false,false,,false
00000005819,,,,,,false,false,,false
00000005820,,,,,,false,false,,false
00000005821,,,,,,false,false,,false
00000005822,,,,,,false,false,,false
00000005823,,,,,,false,false,,false
00000005824,,,,,,false,false,,false
00000005825,,,,,,false,false,,false
00000005826,,,,,,false,false,,false
00000005827,,,,,,false,false,,false
00000005828,,,,,,false,false,,false
00000005829,,,,,,false,false,,false
00000005830,,,,,,false,false,,false
00000005831,,,,,,false,false,,false
00000005832,,,,,,false,false,,false
00000005833,,,,,,false,false,,false
00000005834,,,,,,false,false,,false
00000005835,,,,,,false,false,,false
00000005836,,,,,,false,false,,false
00000005837,,,,,,false,false,,false
00000005838,,,,,,false,false,,false
00000005839,,,,,,false,false,,false
00000005840,,,,,,false,false,,false
00000005841,,,,,,false,false,,false
00000005842,,,,,,false,false,,false
00000005843,,,,,,false,false,,false
00000005844,,,,,,false,false,,false
00000005845,,,,,,false,false,,false
00000005846,,,,,,false,false,,false
00000005847,,,,,,false,false,,false
00000005848,,,,,,false,false,,false
00000005849,,,,,,false,false,,false
00000005850,,,,,,false,false,,false
00000005851,,,,,,false,false,,false
00000005852,,,,,,false,false,,false
00000005853,,,,,,false,false,,false
00000005854,,,,,,false,false,,false
00000005855,,,,,,false,false,,false
00000005856,,,,,,false,false,,false
00000005857,,,,,,false,false,,false
00000005858,,,,,,false,false,,false
00000005859,,,,,,false,false,,false
00000005860,,,,,,false,false,,false
00000005861,,,,,,false,false,,false
00000005862,,,,,,false,false,,false
00000005863,,,,,,false,false,,false
00000005864,,,,,,false,false,,false
00000005865,,,,,,false,false,,false
00000005866,,,,,,false,false,,false
00000005867,,,,,,false,false,,false
00000005868,,,,,,false,false,,false
00000005869,,,,,,false,false,,false
00000005870,,,,,,false,false,,false
00000005871,,,,,,false,false,,false
00000005872,,,,,,false,false,,false
00000005873,,,,,,false,false,,false
00000005874,,,,,,false,false,,false
00000005875,,,,,,false,false,,false
00000005876,,,,,,false,false,,false
00000005877,,,,,,false,false,,false
00000005878,,,,,,false,false,,false
00000005879,,,,,,false,false,,false
00000005880,,,,,,false,false,,false
00000005881,,,,,,false,false,,false
00000005882,,,,,,false,false,,false
00000005883,,,,,,false,false,,false
00000005884,,,,,,false,false,,false
00000005885,,,,,,false,false,,false
00000005886,,,,,,false,false,,false
00000005887,,,,,,false,false,,false
00000005888,,,,,,false,false,,false
00000005889,,,,,,false,false,,false
00000005890,,,,,,false,false,,false
00000005891,,,,,,false,false,,false
00000005892,,,,,,false,false,,false
00000005893,,,,,,false,false,,false
00000005894,,,,,,false,false,,false
00000005895,,,,,,false,false,,false
00000005896,,,,,,false,false,,false
00000005897,,,,,,false,false,,false
00000005898,,,,,,false,false,,false
00000005899,,,,,,false,false,,false
00000005900,,,,,,false,false,,false
00000005901,,,,,,false,false,,false
00000005902,,,,,,false,false,,false
00000005903,,,,,,false,false,,false
00000005904,,,,,,false,false,,false
00000005905,,,,,,false,false,,false
00000005906,,,,,,false,false,,false
00000005907,,,,,,false,false,,false
00000005908,,,,,,false,false,,false
00000005909,,,,,,false,false,,false
00000005910,,,,,,false,false,,false
00000005911,,,,,,false,false,,false
00000005912,,,,,,false,false,,false
00000005913,,,,,,false,false,,false
00000005914,,,,,,false,false,,false
00000005915,,,,,,false,false,,false
00000005916,,,,,,false,false,,false
00000005917,,,,,,false,false,,false
00000005918,,,,,,false,false,,false
00000005919,,,,,,false,false,,false
00000005920,,,,,,false,false,,false
00000005921,,,,,,false,false,,false
00000005922,,,,,,false,false,,false
00000005923,,,,,,false,false,,false
00000005924,,,,,,false,false,,false
00000005925,,,,,,false,false,,false
00000005926,,,,,,false,false,,false
00000005927,,,,,,false,false,,false
00000005928,,,,,,false,false,,false
00000005929,,,,,,false,false,,false
00000005930,,,,,,false,false,,false
00000005931,,,,,,false,false,,false
00000005932,,,,,,false,false,,false
00000005933,,,,,,false,false,,false
00000005934,,,,,,false,false,,false
00000005935,,,,,,false,false,,false
00000005936,,,,,,false,false,,false
00000005937,,,,,,false,false,,false
00000005938,,,,,,false,false,,false
00000005939,,,,,,false,false,,false
00000005940,,,,,,false,false,,false
00000005941,,,,,,false,false,,false
00000005942,,,,,,false,false,,false
00000005943,,,,,,false,false,,false
00000005944,,,,,,false,false,,false
00000005945,,,,,,false,false,,false
00000005946,,,,,,false,false,,false
00000005947,,,,,,false,false,,false
00000005948,,,,,,false,false,,false
00000005949,,,,,,false,false,,false
00000005950,,,,,,false,false,,false
00000005951,,,,,,false,false,,false
00000005952,,,,,,false,false,,false
00000005953,,,,,,false,false,,false
00000005954,,,,,,false,false,,false
00000005955,,,,,,false,false,,false
00000005956,,,,,,false,false,,false
00000005957,,,,,,false,false,,false
00000005958,,,,,,false,false,,false
00000005959,,,,,,false,false,,false
00000005960,,,,,,false,false,,false
00000005961,,,,,,false,false,,false
00000005962,,,,,,false,false,,false
00000005963,,,,,,false,false,,false
00000005964,,,,,,false,false,,false
00000005965,,,,,,false,false,,false
00000005966,,,,,,false,false,,false
00000005967,,,,,,false,false,,false
00000005968,,,,,,false,false,,false
00000005969,,,,,,false,false,,false
00000005970,,,,,,false,false,,false
00000005971,,,,,,false,false,,false
00000005972,,,,,,false,false,,false
00000005973,,,,,,false,false,,false
00000005974,,,,,,false,false,,false
00000005975,,,,,,false,false,,false
00000005976,,,,,,false,false,,false
00000005977,,,,,,false,false,,false
00000005978,,,,,,false,false,,false
00000005979,,,,,,false,false,,false
00000005980,,,,,,false,false,,false
00000005981,,,,,,false,false,,false
00000005982,,,,,,false,false,,false
00000005983,,,,,,false,false,,false
00000005984,,,,,,false,false,,false
00000005985,,,,,,false,false,,false
00000005986,,,,,,false,false,,false
00000005987,,,,,,false,false,,false
00000005988,,,,,,false,false,,false
00000005989,,,,,,false,false,,false
00000005990,,,,,,false,false,,false
00000005991,,,,,,false,false,,false
00000005992,,,,,,false,false,,false
00000005993,,,,,,false,false,,false
00000005994,,,,,,false,false,,false
00000005995,,,,,,false,false,,false
00000005996,,,,,,false,false,,false
00000005997,,,,,,false,false,,false
00000005998,,,,,,false,false,,false
00000005999,,,,,,false,false,,false
00000006000,,,,,,false,false,,false
00000006001,,,,,,false,false,,false
00000006002,,,,,,false,false,,false
00000006003,,,,,,false,false,,false
00000006004,,,,,,false,false,,false
00000006005,,,,,,false,false,,false
00000006006,,,,,,false,false,,false
00000006007,,,,,,false,false,,false
00000006008,,,,,,false,false,,false
00000006009,,,,,,false,false,,false
00000006010,,,,,,false,false,,false
00000006011,,,,,,false,false,,false
00000006012,,,,,,false,false,,false
00000006013,,,,,,false,false,,false
00000006014,,,,,,false,false,,false
00000006015,,,,,,false,false,,false
00000006016,,,,,,false,false,,false
00000006017,,,,,,false,false,,false
00000006018,,,,,,false,false,,false
00000006019,,,,,,false,false,,false
00000006020,,,,,,false,false,,false
00000006021,,,,,,false,false,,false
00000006022,,,,,,false,false,,false
00000006023,,,,,,false,false,,false
00000006024,,,,,,false,false,,false
00000006025,,,,,,false,false,,false
00000006026,,,,,,false,false,,false
00000006027,,,,,,false,false,,false
00000006028,,,,,,false,false,,false
00000006029,,,,,,false,false,,false
00000006030,,,,,,false,false,,false
00000006031,,,,,,false,false,,false
00000006032,,,,,,false,false,,false
00000006033,,,,,,false,false,,false
00000006034,,,,,,false,false,,false
00000006035,,,,,,false,false,,false
00000006036,,,,,,false,false,,false
00000006037,,,,,,false,false,,false
00000006038,,,,,,false,false,,false
00000006039,,,,,,false,false,,false
00000006040,,,,,,false,false,,false
00000006041,,,,,,false,false,,false
00000006042,,,,,,false,false,,false
00000006043,,,,,,false,false,,false
00000006044,,,,,,false,false,,false
00000006045,,,,,,false,false,,false
00000006046,,,,,,false,false,,false
00000006047,,,,,,false,false,,false
00000006048,,,,,,false,false,,false
00000006049,,,,,,false,false,,false
00000006050,,,,,,false,false,,false
00000006051,,,,,,false,false,,false
00000006052,,,,,,false,false,,false
00000006053,,,,,,false,false,,false
00000006054,,,,,,false,false,,false
00000006055,,,,,,false,false,,false
00000006056,,,,,,false,false,,false
00000006057,,,,,,false,false,,false
00000006058,,,,,,false,false,,false
00000006059,,,,,,false,false,,false
00000006060,,,,,,false,false,,false
00000006061,,,,,,false,false,,false
00000006062,,,,,,false,false,,false
00000006063,,,,,,false,false,,false
00000006064,,,,,,false,false,,false
00000006065,,,,,,false,false,,false
00000006066,,,,,,false,false,,false
00000006067,,,,,,false,false,,false
00000006068,,,,,,false,false,,false
00000006069,,,,,,false,false,,false
00000006070,,,,,,false,false,,false
00000006071,,,,,,false,false,,false
00000006072,,,,,,false,false,,false
00000006073,,,,,,false,false,,false
00000006074,,,,,,false,false,,false
00000006075,,,,,,false,false,,false
00000006076,,,,,,false,false,,false
00000006077,,,,,,false,false,,false
00000006078,,,,,,false,false,,false
00000006079,,,,,,false,false,,false
00000006080,,,,,,false,false,,false
00000006081,,,,,,false,false,,false
00000006082,,,,,,false,false,,false
00000006083,,,,,,false,false,,false
00000006084,,,,,,false,false,,false
00000006085,,,,,,false,false,,false
00000006086,,,,,,false,false,,false
00000006087,,,,,,false,false,,false
00000006088,,,,,,false,false,,false
00000006089,,,,,,false,false,,false
00000006090,,,,,,false,false,,false
00000006091,,,,,,false,false,,false
00000006092,,,,,,false,false,,false
00000006093,,,,,,false,false,,false
00000006094,,,,,,false,false,,false
00000006095,,,,,,false,false,,false
00000006096,,,,,,false,false,,false
00000006097,,,,,,false,false,,false
00000006098,,,,,,false,false,,false
00000006099,,,,,,false,false,,false
00000006100,,,,,,false,false,,false
00000006101,,,,,,false,false,,false
00000006102,,,,,,false,false,,false
00000006103,,,,,,false,false,,false
00000006104,,,,,,false,false,,false
00000006105,,,,,,false,false,,false
00000006106,,,,,,false,false,,false
00000006107,,,,,,false,false,,false
00000006108,,,,,,false,false,,false
00000006109,,,,,,false,false,,false
00000006110,,,,,,false,false,,false
00000006111,,,,,,false,false,,false
00000006112,,,,,,false,false,,false
00000006113,,,,,,false,false,,false
00000006114,,,,,,false,false,,false
00000006115,,,,,,false,false,,false
00000006116,,,,,,false,false,,false
00000006117,,,,,,false,false,,false
00000006118,,,,,,false,false,,false
00000006119,,,,,,false,false,,false
00000006120,,,,,,false,false,,false
00000006121,,,,,,false,false,,false
00000006122,,,,,,false,false,,false
00000006123,,,,,,false,false,,false
00000006124,,,,,,false,false,,false
00000006125,,,,,,false,false,,false
00000006126,,,,,,false,false,,false
00000006127,,,,,,false,false,,false
00000006128,,,,,,false,false,,false
00000006129,,,,,,false,false,,false
00000006130,,,,,,false,false,,false
00000006131,,,,,,false,false,,false
00000006132,,,,,,false,false,,false
00000006133,,,,,,false,false,,false
00000006134,,,,,,false,false,,false
00000006135,,,,,,false,false,,false
00000006136,,,,,,false,false,,false
00000006137,,,,,,false,false,,false
00000006138,,,,,,false,false,,false
00000006139,,,,,,false,false,,false
00000006140,,,,,,false,false,,false
00000006141,,,,,,false,false,,false
00000006142,,,,,,false,false,,false
00000006143,,,,,,false,false,,false
00000006144,,,,,,false,false,,false
00000006145,,,,,,false,false,,false
00000006146,,,,,,false,false,,false
00000006147,,,,,,false,false,,false
00000006148,,,,,,false,false,,false
00000006149,,,,,,false,false,,false
00000006150,,,,,,false,false,,false
00000006151,,,,,,false,false,,false
00000006152,,,,,,false,false,,false
00000006153,,,,,,false,false,,false
00000006154,,,,,,false,false,,false
00000006155,,,,,,false,false,,false
00000006156,,,,,,false,false,,false
00000006157,,,,,,false,false,,false
00000006158,,,,,,false,false,,false
00000006159,,,,,,false,false,,false
00000006160,,,,,,false,false,,false
00000006161,,,,,,false,false,,false
00000006162,,,,,,false,false,,false
00000006163,,,,,,false,false,,false
00000006164,,,,,,false,false,,false
00000006165,,,,,,false,false,,false
00000006166,,,,,,false,false,,false
00000006167,,,,,,false,false,,false
00000006168,,,,,,false,false,,false
00000006169,,,,,,false,false,,false
00000006170,,,,,,false,false,,false
00000006171,,,,,,false,false,,false
00000006172,,,,,,false,false,,false
00000006173,,,,,,false,false,,false
00000006174,,,,,,false,false,,false
00000006175,,,,,,false,false,,false
00000006176,,,,,,false,false,,false
00000006177,,,,,,false,false,,false
00000006178,,,,,,false,false,,false
00000006179,,,,,,false,false,,false
00000006180,,,,,,false,false,,false
00000006181,,,,,,false,false,,false
00000006182,,,,,,false,false,,false
00000006183,,,,,,false,false,,false
00000006184,,,,,,false,false,,false
00000006185,,,,,,false,false,,false
00000006186,,,,,,false,false,,false
00000006187,,,,,,false,false,,false
00000006188,,,,,,false,false,,false
00000006189,,,,,,false,false,,false
00000006190,,,,,,false,false,,false
00000006191,,,,,,false,false,,false
00000006192,,,,,,false,false,,false
00000006193,,,,,,false,false,,false
00000006194,,,,,,false,false,,false
00000006195,,,,,,false,false,,false
00000006196,,,,,,false,false,,false
00000006197,,,,,,false,false,,false
00000006198,,,,,,false,false,,false
00000006199,,,,,,false,false,,false
00000006200,,,,,,false,false,,false
00000006201,,,,,,false,false,,false
00000006202,,,,,,false,false,,false
00000006203,,,,,,false,false,,false
00000006204,,,,,,false,false,,false
00000006205,,,,,,false,false,,false
00000006206,,,,,,false,false,,false
00000006207,,,,,,false,false,,false
00000006208,,,,,,false,false,,false
00000006209,,,,,,false,false,,false
00000006210,,,,,,false,false,,false
00000006211,,,,,,false,false,,false
00000006212,,,,,,false,false,,false
00000006213,,,,,,false,false,,false
00000006214,,,,,,false,false,,false
00000006215,,,,,,false,false,,false
00000006216,,,,,,false,false,,false
00000006217,,,,,,false,false,,false
00000006218,,,,,,false,false,,false
00000006219,,,,,,false,false,,false
00000006220,,,,,,false,false,,false
00000006221,,,,,,false,false,,false
00000006222,,,,,,false,false,,false
00000006223,,,,,,false,false,,false
00000006224,,,,,,false,false,,false
00000006225,,,,,,false,false,,false
00000006226,,,,,,false,false,,false
00000006227,,,,,,false,false,,false
00000006228,,,,,,false,false,,false
00000006229,,,,,,false,false,,false
00000006230,,,,,,false,false,,false
00000006231,,,,,,false,false,,false
00000006232,,,,,,false,false,,false
00000006233,,,,,,false,false,,false
00000006234,,,,,,false,false,,false
00000006235,,,,,,false,false,,false
00000006236,,,,,,false,false,,false
00000006237,,,,,,false,false,,false
00000006238,,,,,,false,false,,false
00000006239,,,,,,false,false,,false
00000006240,,,,,,false,false,,false
00000006241,,,,,,false,false,,false
00000006242,,,,,,false,false,,false
00000006243,,,,,,false,false,,false
00000006244,,,,,,false,false,,false
00000006245,,,,,,false,false,,false
00000006246,,,,,,false,false,,false
00000006247,,,,,,false,false,,false
00000006248,,,,,,false,false,,false
00000006249,,,,,,false,false,,false
00000006250,,,,,,false,false,,false
00000006251,,,,,,false,false,,false
00000006252,,,,,,false,false,,false
00000006253,,,,,,false,false,,false
00000006254,,,,,,false,false,,false
00000006255,,,,,,false,false,,false
00000006256,,,,,,false,false,,false
00000006257,,,,,,false,false,,false
00000006258,,,,,,false,false,,false
00000006259,,,,,,false,false,,false
00000006260,,,,,,false,false,,false
00000006261,,,,,,false,false,,false
00000006262,,,,,,false,false,,false
00000006263,,,,,,false,false,,false
00000006264,,,,,,false,false,,false
00000006265,,,,,,false,false,,false
00000006266,,,,,,false,false,,false
00000006267,,,,,,false,false,,false
00000006268,,,,,,false,false,,false
00000006269,,,,,,false,false,,false
00000006270,,,,,,false,false,,false
00000006271,,,,,,false,false,,false
00000006272,,,,,,false,false,,false
00000006273,,,,,,false,false,,false
00000006274,,,,,,false,false,,false
00000006275,,,,,,false,false,,false
00000006276,,,,,,false,false,,false
00000006277,,,,,,false,false,,false
00000006278,,,,,,false,false,,false
00000006279,,,,,,false,false,,false
00000006280,,,,,,false,false,,false
00000006281,,,,,,false,false,,false
00000006282,,,,,,false,false,,false
00000006283,,,,,,false,false,,false
00000006284,,,,,,false,false,,false
00000006285,,,,,,false,false,,false
00000006286,,,,,,false,false,,false
00000006287,,,,,,false,false,,false
00000006288,,,,,,false,false,,false
00000006289,,,,,,false,false,,false
00000006290,,,,,,false,false,,false
00000006291,,,,,,false,false,,false
00000006292,,,,,,false,false,,false
00000006293,,,,,,false,false,,false
00000006294,,,,,,false,false,,false
00000006295,,,,,,false,false,,false
00000006296,,,,,,false,false,,false
00000006297,,,,,,false,false,,false
00000006298,,,,,,false,false,,false
00000006299,,,,,,false,false,,false
00000006300,,,,,,false,false,,false
00000006301,,,,,,false,false,,false
00000006302,,,,,,false,false,,false
00000006303,,,,,,false,false,,false
00000006304,,,,,,false,false,,false
00000006305,,,,,,false,false,,false
00000006306,,,,,,false,false,,false
00000006307,,,,,,false,false,,false
00000006308,,,,,,false,false,,false
00000006309,,,,,,false,false,,false
00000006310,,,,,,false,false,,false
00000006311,,,,,,false,false,,false
00000006312,,,,,,false,false,,false
00000006313,,,,,,false,false,,false
00000006314,,,,,,false,false,,false
00000006315,,,,,,false,false,,false
00000006316,,,,,,false,false,,false
00000006317,,,,,,false,false,,false
00000006318,,,,,,false,false,,false
00000006319,,,,,,false,false,,false
00000006320,,,,,,false,false,,false
00000006321,,,,,,false,false,,false
00000006322,,,,,,false,false,,false
00000006323,,,,,,false,false,,false
00000006324,,,,,,false,false,,false
00000006325,,,,,,false,false,,false
00000006326,,,,,,false,false,,false
00000006327,,,,,,false,false,,false
00000006328,,,,,,false,false,,false
00000006329,,,,,,false,false,,false
00000006330,,,,,,false,false,,false
00000006331,,,,,,false,false,,false
00000006332,,,,,,false,false,,false
00000006333,,,,,,false,false,,false
00000006334,,,,,,false,false,,false
00000006335,,,,,,false,false,,false
00000006336,,,,,,false,false,,false
00000006337,,,,,,false,false,,false
00000006338,,,,,,false,false,,false
00000006339,,,,,,false,false,,false
00000006340,,,,,,false,false,,false
00000006341,,,,,,false,false,,false
00000006342,,,,,,false,false,,false
00000006343,,,,,,false,false,,false
00000006344,,,,,,false,false,,false
00000006345,,,,,,false,false,,false
00000006346,,,,,,false,false,,false
00000006347,,,,,,false,false,,false
00000006348,,,,,,false,false,,false
00000006349,,,,,,false,false,,false
00000006350,,,,,,false,false,,false
00000006351,,,,,,false,false,,false
00000006352,,,,,,false,false,,false
00000006353,,,,,,false,false,,false
00000006354,,,,,,false,false,,false
00000006355,,,,,,false,false,,false
00000006356,,,,,,false,false,,false
00000006357,,,,,,false,false,,false
00000006358,,,,,,false,false,,false
00000006359,,,,,,false,false,,false
00000006360,,,,,,false,false,,false
00000006361,,,,,,false,false,,false
00000006362,,,,,,false,false,,false
00000006363,,,,,,false,false,,false
00000006364,,,,,,false,false,,false
00000006365,,,,,,false,false,,false
00000006366,,,,,,false,false,,false
00000006367,,,,,,false,false,,false
00000006368,,,,,,false,false,,false
00000006369,,,,,,false,false,,false
00000006370,,,,,,false,false,,false
00000006371,,,,,,false,false,,false
00000006372,,,,,,false,false,,false
00000006373,,,,,,false,false,,false
00000006374,,,,,,false,false,,false
00000006375,,,,,,false,false,,false
00000006376,,,,,,false,false,,false
00000006377,,,,,,false,false,,false
00000006378,,,,,,false,false,,false
00000006379,,,,,,false,false,,false
00000006380,,,,,,false,false,,false
00000006381,,,,,,false,false,,false
00000006382,,,,,,false,false,,false
00000006383,,,,,,false,false,,false
00000006384,,,,,,false,false,,false
00000006385,,,,,,false,false,,false
00000006386,,,,,,false,false,,false
00000006387,,,,,,false,false,,false
00000006388,,,,,,false,false,,false
00000006389,,,,,,false,false,,false
00000006390,,,,,,false,false,,false
00000006391,,,,,,false,false,,false
00000006392,,,,,,false,false,,false
00000006393,,,,,,false,false,,false
00000006394,,,,,,false,false,,false
00000006395,,,,,,false,false,,false
00000006396,,,,,,false,false,,false
00000006397,,,,,,false,false,,false
00000006398,,,,,,false,false,,false
00000006399,,,,,,false,false,,false
00000006400,,,,,,false,false,,false
00000006401,,,,,,false,false,,false
00000006402,,,,,,false,false,,false
00000006403,,,,,,false,false,,false
00000006404,,,,,,false,false,,false
00000006405,,,,,,false,false,,false
00000006406,,,,,,false,false,,false
00000006407,,,,,,false,false,,false
00000006408,,,,,,false,false,,false
00000006409,,,,,,false,false,,false
00000006410,,,,,,false,false,,false
00000006411,,,,,,false,false,,false
00000006412,,,,,,false,false,,false
00000006413,,,,,,false,false,,false
00000006414,,,,,,false,false,,false
00000006415,,,,,,false,false,,false
00000006416,,,,,,false,false,,false
00000006417,,,,,,false,false,,false
00000006418,,,,,,false,false,,false
00000006419,,,,,,false,false,,false
00000006420,,,,,,false,false,,false
00000006421,,,,,,false,false,,false
00000006422,,,,,,false,false,,false
00000006423,,,,,,false,false,,false
00000006424,,,,,,false,false,,false
00000006425,,,,,,false,false,,false
00000006426,,,,,,false,false,,false
00000006427,,,,,,false,false,,false
00000006428,,,,,,false,false,,false
00000006429,,,,,,false,false,,false
00000006430,,,,,,false,false,,false
00000006431,,,,,,false,false,,false
00000006432,,,,,,false,false,,false
00000006433,,,,,,false,false,,false
00000006434,,,,,,false,false,,false
00000006435,,,,,,false,false,,false
00000006436,,,,,,false,false,,false
00000006437,,,,,,false,false,,false
00000006438,,,,,,false,false,,false
00000006439,,,,,,false,false,,false
00000006440,,,,,,false,false,,false
00000006441,,,,,,false,false,,false
00000006442,,,,,,false,false,,false
00000006443,,,,,,false,false,,false
00000006444,,,,,,false,false,,false
00000006445,,,,,,false,false,,false
00000006446,,,,,,false,false,,false
00000006447,,,,,,false,false,,false
00000006448,,,,,,false,false,,false
00000006449,,,,,,false,false,,false
00000006450,,,,,,false,false,,false
00000006451,,,,,,false,false,,false
00000006452,,,,,,false,false,,false
00000006453,,,,,,false,false,,false
00000006454,,,,,,false,false,,false
00000006455,,,,,,false,false,,false
00000006456,,,,,,false,false,,false
00000006457,,,,,,false,false,,false
00000006458,,,,,,false,false,,false
00000006459,,,,,,false,false,,false
00000006460,,,,,,false,false,,false
00000006461,,,,,,false,false,,false
00000006462,,,,,,false,false,,false
00000006463,,,,,,false,false,,false
00000006464,,,,,,false,false,,false
00000006465,,,,,,false,false,,false
00000006466,,,,,,false,false,,false
00000006467,,,,,,false,false,,false
00000006468,,,,,,false,false,,false
00000006469,,,,,,false,false,,false
00000006470,,,,,,false,false,,false
00000006471,,,,,,false,false,,false
00000006472,,,,,,false,false,,false
00000006473,,,,,,false,false,,false
00000006474,,,,,,false,false,,false
00000006475,,,,,,false,false,,false
00000006476,,,,,,false,false,,false
